"age","gender","income","education","city_tier","monthly_spending","online_shopping_freq","brand_loyalty","price_sensitivity","product_quality","service_satisfaction","brand_awareness","ad_exposure","promotion_effectiveness","social_media_influence","purchase_intention","actual_purchase","customer_satisfaction"
27,"Male",13286,3,1,2597,6,5.90422051027417,8.74009368475527,8.82434911257587,2.74995647533797,1.53889973741025,2,5.01233595889062,3.3300709631294,2.09356460435868,0,2.55195755138993
24,"Female",9278,3,3,1216,3,0.546412975527346,3.38913088664412,5.12640951271169,2.40562942484394,9.50603115279227,3,6.37812479631975,2.03023114940152,5.03111687775362,1,7.68628724501468
29,"Male",7959,5,2,3042,3,2.57195020793006,4.8192672803998,1.22807945380919,7.67386343306862,4.6241054055281,7,4.34435239061713,2.52963597653434,2.16179640893215,1,9.99749553552829
29,"Female",7077,5,1,1733,3,2.28389797033742,3.90336952870712,5.73412590310909,6.72741459612735,8.35631088353693,4,4.3988618790172,5.88470576331019,4.39559148322492,0,9.86195048852824
29,"Male",9243,3,1,4635,6,4.60618540644646,2.87314814515412,3.14685263903812,1.18940711067989,5.62612614315003,2,3.05868511786684,5.33026276854798,1.60710647539008,0,5.86605208856054
28,"Female",10967,2,1,3702,2,7.02864287421107,8.54081281693652,8.77730754390359,9.92161150067113,1.92065695184283,5,6.81049841456115,0.729556947480887,3.66100926003003,0,2.89876275346614
28,"Male",7448,3,2,2815,2,8.29986853990704,2.73458153009415,2.28654585732147,2.32303246832453,5.665889183525,10,8.72084951493889,3.54815233498812,1.79701013963882,0,7.25666571734473
25,"Male",8491,4,3,2825,3,0.8803820470348,2.66622887458652,6.62908156774938,3.03378782910295,4.39213977032341,4,2.03834243817255,8.04595436202362,1.82244483783538,0,6.46484121773392
23,"Male",8651,5,2,3646,2,3.27675075735897,7.17830613255501,5.4606406383682,7.13394888816401,4.75654070987366,10,7.45989233255386,4.98282016022131,4.05067248825149,0,4.92422076454386
23,"Female",10188,1,3,4357,1,9.97008313192055,4.29286165861413,6.66991033987142,3.86268426897004,7.70659435214475,3,4.12219982361421,2.23358070012182,4.81746608721369,0,8.12602423154749
22,"Female",11334,4,1,3140,4,6.2062755622901,8.51656675571576,2.56967057683505,9.76462403242476,8.46556222299114,5,1.38574651442468,3.64622038323432,4.08440323262233,0,2.52607030118816
24,"Male",8837,4,3,3760,5,1.97163372067735,3.69799014413729,4.57675406895578,5.12766374507919,3.57927460246719,1,4.84301817603409,1.13045267295092,5.8103592685007,1,4.96076122717932
19,"Female",7771,1,2,3109,3,5.19827250624076,6.83735152473673,7.92557500908151,8.67464024596848,7.95754146506079,9,7.99720804207027,3.58041256899014,8.92799940238949,1,1.79312873003073
36,"Male",12184,4,2,4318,4,6.72638535499573,9.45630169240758,5.85780477989465,5.71199503843673,5.66104102996178,3,9.06973381526768,1.95042560109869,8.92774561496355,1,4.15225868904963
31,"Female",8494,5,1,5310,1,0.154686262831092,8.41805331176147,9.48127464018762,6.52051294897683,6.46206589834765,7,4.89994290517643,4.74790191743523,6.44182146210635,1,3.68645407794975
19,"Female",12734,1,3,1949,4,0.419964264146984,9.26306270295754,5.52599743031897,4.13824247685261,5.91941839409992,10,0.197276424150914,7.4230189807713,4.75230994446447,0,6.72843391099013
23,"Female",7814,1,3,1776,6,0.865567994769663,7.36853859154508,7.4209485091269,8.26009485148825,2.65276205725968,2,5.60765285044909,4.78246514685452,4.34167184891381,1,4.0113679219503
23,"Female",9842,3,3,808,2,9.86274759750813,1.44936637487262,7.45926854410209,7.15422737947665,9.53657917282544,1,9.88493708660826,5.73521871352568,5.36516226110777,1,8.1547780695837
29,"Male",3362,2,3,3291,3,1.54003308387473,4.53194856410846,8.54195789969526,2.62391608115286,2.15116023202427,1,0.200788250658661,7.43198809679598,4.19534075761657,0,6.55928333941847
25,"Male",7663,1,3,2281,4,7.66024032840505,6.68768199160695,4.98005756689236,3.30294853891246,2.94606252457015,5,2.41832316154614,0.20486144348979,1.87102197461659,0,2.06095783622004
26,"Male",7935,1,1,4107,2,8.62480049952865,4.64175589149818,5.03245652955957,7.50151735730469,7.64193866448477,5,2.57450151024386,1.32240185746923,2.92763521373723,1,8.76072330307215
25,"Male",5725,1,2,1011,3,3.03658475168049,0.972809388767928,4.41414841846563,5.01799351582304,8.00606434023939,9,8.5976403998211,0.147734659258276,1.30850104334673,1,4.90046670450829
25,"Female",4892,2,3,3199,1,2.08884654333815,3.24749438324943,1.2921964826528,1.00583754503168,4.4459458491765,2,7.78751129284501,0.453064155299217,0.973224890427153,0,4.77545445552096
32,"Female",10844,1,3,3409,3,6.03004531934857,2.03531428938732,5.23103899112903,7.75419618398882,3.48804668709636,8,3.95422991830856,3.45960865728557,4.06728143284424,0,4.56311731389724
24,"Female",10742,2,2,1550,6,3.12245295848697,9.34922681190073,6.01352817961015,7.26750293560326,9.75207411265001,1,2.97326727071777,8.03453168133274,6.44499917409721,1,9.74621867435053
33,"Female",4104,5,1,835,7,2.38704144256189,2.80414285138249,3.90734317270108,5.97225046018139,4.51979142613709,5,3.87189300497994,1.87403059797361,0.553848254938506,0,5.68296967912465
17,"Female",9273,4,3,3273,2,7.92503728764132,1.36774654500186,9.26626742025837,5.96747905761003,6.98731527267955,5,5.77323543140665,1.92680698353797,2.45320096689622,0,4.69217091216706
28,"Male",4662,2,2,1482,4,0.427663675509393,1.98413457954302,9.45281465072185,7.79358494305052,5.32129831472412,2,4.48249225271866,5.16615493455902,4.15547049800272,0,9.48133413493633
26,"Female",4847,2,1,1893,1,6.76542448811233,7.14386113686487,8.00660004653037,5.39224946126342,4.91077556740493,5,7.02954893233255,9.12535287206993,3.88796857263796,1,8.05263688694686
26,"Female",9576,4,3,2459,7,1.37975805439055,5.90407482814044,2.3015521147754,1.73950023227371,6.60287458566017,1,0.0739439041353762,2.9200012749061,4.96336981844538,1,2.81701350281946
27,"Male",5942,4,3,3603,2,2.40557730430737,6.430573919788,1.00662451563403,4.00547515484504,9.15176909952424,9,0.54961105575785,0.847182043362409,4.84872739474177,0,2.6968787398655
22,"Male",10980,5,3,1598,1,1.81037250207737,3.77069801092148,8.98623553500511,2.82883103284985,5.88341631158255,1,9.97990446630865,3.32231540465727,5.92354933518708,0,5.02221807674505
23,"Male",8116,5,1,2066,4,0.0667736819013953,3.62062272615731,2.34940906660631,4.53744705440477,3.83903887611814,3,0.56277516297996,0.344827466178685,6.04412779073554,0,3.50512976851314
20,"Female",9608,3,1,1493,5,8.73136785579845,6.20274619432166,5.46249532303773,4.94639859092422,3.83597414009273,9,6.01745928404853,6.12796885892749,6.68749008031565,1,1.55669268011115
20,"Male",6429,5,2,2669,1,7.95258941594511,7.57709362311289,1.40097662713379,7.29776057298295,6.74205639585853,10,0.506645841524005,2.47315879911184,2.26206671872942,0,3.78721511736512
27,"Female",4546,1,1,2155,3,6.79466971429065,8.90583571745083,1.19496535393409,1.51921237143688,5.45436664135195,9,7.48597607482225,7.43752388749272,-0.441670932716553,0,3.3650778811425
27,"Male",10744,4,2,4491,6,0.0332443439401686,4.02192071545869,4.14873168896884,1.30414044950157,8.0807779931929,6,2.324069426395,2.01050031231716,0.504725974551964,0,5.72606272809207
25,"Female",8714,3,3,3148,5,3.55546586681157,8.79221294308081,3.63627436873503,6.18004516349174,6.3992608091794,1,2.76107664685696,3.41008575400338,3.68315312855156,1,4.93979829899035
30,"Male",7283,5,1,4910,5,7.88351353490725,7.31090677902102,1.2906360886991,4.51869093463756,3.77100201672874,8,8.09100358281285,0.944673956837505,3.99861991660249,1,1.75353695289232
35,"Male",8208,4,1,2641,7,3.98875869112089,0.19165912643075,8.88540104706772,8.39451482705772,6.95840187044814,1,2.34988391399384,6.78455997491255,4.53833045327889,0,4.05730617023073
23,"Male",11978,3,3,3751,4,5.3868011967279,5.51398732466623,9.02480049966834,8.02384211169556,9.36736263148487,5,7.82659280346707,1.05803584447131,8.11913894698304,0,1.2733828315977
13,"Male",5906,1,1,2864,7,8.58199588954449,3.99588752072304,1.88217461598106,5.03006507828832,1.80874038301408,3,9.12088218377903,0.343231249134988,3.71203742240489,0,3.48278024513274
30,"Male",5752,1,2,2448,3,5.7298417086713,4.96290922630578,6.76805316191167,1.96353616588749,6.63998709223233,2,1.83223703177646,2.7619507163763,3.98527395053383,1,9.36561306216754
21,"Female",6141,3,1,4493,5,1.57640326535329,6.83104049880058,5.97440170496702,1.45415235962719,4.71336062322371,6,7.85257125506178,2.29903877479956,-0.501246902103592,1,6.74326565512456
22,"Female",3245,4,1,4346,2,5.15525501221418,6.37249731458724,9.26466612471268,2.85935953981243,9.91019744821824,8,9.47067542234436,9.40647740848362,6.09088731262211,0,9.41256793681532
30,"Female",10459,5,3,2468,3,7.25548008456826,8.77957285847515,1.98755826661363,4.61889275652356,9.67775768437423,9,8.68264105869457,6.1039758566767,5.47691950251046,1,5.27557099494152
24,"Male",8577,5,3,1690,5,7.84891941118985,8.06163101922721,6.09833498299122,6.3566306696739,1.28861379949376,2,9.14761343505234,1.73315265914425,0.00965589101850561,0,8.30322936153971
19,"Male",8622,5,2,3186,2,1.75057713640854,2.84164074808359,5.7906798296608,1.87106312508695,3.56449015950784,5,3.76243069535121,3.53623579489067,4.05727883776303,0,3.1809882435482
26,"Female",7870,4,2,4759,2,9.90587166277692,5.35768420202658,3.25552188884467,2.77683271467686,5.05235506710596,7,8.30358297331259,6.55673305271193,5.78289722664002,0,6.00837179622613
24,"Male",6470,5,2,4099,5,7.63206131057814,5.50857425434515,8.6231489260681,4.5583787264768,5.6866253183689,3,0.909093436785042,7.36611120868474,5.03178936413617,1,2.15079147857614
25,"Female",5530,4,2,893,4,6.44419606309384,2.02453606761992,7.56966458330862,3.90745843853801,3.76039289310575,1,8.61808814574033,1.75312898121774,5.68778427726047,1,1.78938961750828
27,"Male",10556,3,3,877,6,8.9561236416921,9.48666435200721,4.76823778566904,1.72574319690466,8.56277582095936,7,2.71746840560809,1.24860625946894,2.77860896203804,0,7.81394284241833
23,"Male",3721,5,1,3177,3,9.61583305615932,1.51142004877329,4.64224867615849,5.1170936350245,4.06406173482537,9,4.65685967588797,4.02291109552607,4.80217792382775,1,1.14406430860981
28,"Male",9321,2,3,4053,6,3.30919271567836,5.78866228926927,8.4764437249396,1.18486827239394,2.00122735486366,7,9.51898074243218,7.84953905269504,2.17294107456898,0,2.18779703625478
24,"Female",5622,2,1,2841,4,8.4266604646109,2.07231616834179,6.15184605866671,6.07869930821471,9.0750765001867,5,2.76041814591736,0.177644446957856,2.32118132262991,1,3.90195499407127
27,"Male",8847,4,2,2413,4,6.76103264093399,9.69665700104088,7.90286813583225,8.22548382543027,1.84191735973582,5,0.582352159544826,7.82954380381852,5.88214672162989,1,8.19634898379445
30,"Female",5778,2,2,4602,1,4.28156338399276,7.55502683110535,1.94709262368269,2.1064079371281,4.66757503873669,2,7.73227230180055,6.0691012465395,4.69409330860768,0,9.18866015411913
27,"Male",6430,2,3,4920,2,0.137075246311724,0.133199142292142,8.98078506416641,6.42217976343818,8.91133520030417,2,9.6156458184123,5.71080688387156,7.07155241606072,1,5.1521688005887
23,"Female",13308,1,1,3132,6,2.16642413055524,6.53495587175712,1.99961872305721,5.47742293099873,6.76681716646999,10,6.54272635700181,8.36648803669959,3.2001556408995,1,1.8413132193964
31,"Male",10005,5,3,2806,4,6.26972433412448,9.79018045356497,9.17814110033214,2.09952928428538,7.61587615287863,3,3.11883504502475,4.72832697210833,5.15404683381472,1,6.92376870149747
30,"Female",1565,4,3,3291,3,5.54513291455805,1.61831518402323,2.74195426190272,5.51758334063925,8.53528753714636,7,9.44643928203732,6.14422384882346,2.58470922806159,0,8.06951170950197
28,"Male",8379,2,1,2667,6,6.23391187284142,0.087748053483665,8.57299638888799,1.71069615939632,2.21143438247964,10,0.585207850672305,8.13501306576654,4.9819406279027,0,1.52011084021069
26,"Male",6645,5,2,2124,7,9.0618468541652,3.29196555307135,8.83142077131197,4.7103867449332,1.29142284975387,4,1.28999092848971,7.92919889558107,1.85507977643249,1,8.79034733353183
22,"Female",4590,2,1,1422,2,6.64812492672354,8.71410239022225,6.8671710214112,1.9869992271997,9.37233342276886,9,1.27716351766139,4.11862132372335,2.72045299789379,0,5.38777688820846
32,"Female",8629,1,1,2554,2,3.64162248326465,4.61096727754921,9.98929882841185,9.35353595926426,1.01684693596326,10,9.1386523260735,5.58952873339877,1.26184965141783,0,2.14984663692303
22,"Male",8390,3,3,3665,7,8.88071166351438,8.56159617425874,5.72350000310689,3.66112630721182,8.58935715141706,7,6.36759200599045,6.13964423304424,5.77292388817874,0,6.19459326611832
36,"Male",7014,2,1,4901,7,4.86443481873721,9.01995310792699,4.24868824169971,5.00300001772121,3.0321873256471,1,1.29765512421727,2.75214286986738,3.95298029073231,0,9.54017609055154
33,"Male",13918,2,1,2927,6,1.70152594102547,3.5200711642392,5.99263352411799,8.96682691760361,9.63910118304193,1,3.87187621090561,1.29762376425788,6.89623895603827,1,9.68080024817027
24,"Female",1254,4,2,3717,4,2.85016029840335,9.69617087161168,8.72126235277392,5.13875658833422,8.1226892566774,4,4.38067466486245,0.998076300602406,4.78399933868871,1,7.99767212523147
20,"Male",10515,2,1,3704,1,9.19149811146781,3.7032201490365,6.77633552369662,6.83071471937001,2.01891689840704,8,0.0478319637477398,2.45565092656761,5.4732668368959,1,8.61209448240697
21,"Female",7133,5,2,3478,2,3.35032719187438,9.39038977026939,1.01449409802444,8.34338267380372,2.64299017260782,8,0.165745499543846,7.45204177685082,4.08826756731667,0,9.2049698876217
26,"Female",9970,2,3,3001,5,1.68357322225347,6.389104812406,2.65540101565421,2.52263889880851,8.66104318550788,3,3.56400614371523,6.50287409545854,3.68007409213687,0,4.06115803401917
24,"Male",6638,2,2,3044,5,2.1861748630181,6.50517281843349,3.40356969903223,7.11151006817818,3.53307721926831,1,5.18347747856751,6.43397105624899,0.115504182503579,0,7.57791713485494
23,"Female",6218,4,3,3408,6,0.51028236746788,5.67451120354235,3.48540872405283,8.52320119948126,5.85188217530958,8,9.41901399055496,2.75917222956195,6.49353600001393,0,9.8610306228511
20,"Female",2869,1,2,2790,2,2.54235463216901,9.20722933253273,4.12894837534986,9.75607920391485,4.04768989770673,3,6.28591431537643,4.72610301803797,1.03586512421657,1,5.30640396405943
25,"Female",7372,2,1,1949,1,9.86304927384481,5.94539714511484,3.78307724418119,1.73862556391396,1.25108721642755,4,3.65966878831387,3.73650133842602,3.14912388379432,0,1.84899219940417
21,"Male",15436,5,2,2299,3,6.28736870829016,2.26168864406645,4.80057501303963,4.96291818842292,2.36737890727818,4,7.2528288140893,5.76506323646754,5.01837209244841,1,8.78927295166068
17,"Female",10969,2,3,4104,5,7.92875242652372,9.05577997677028,3.70069381035864,9.5794160310179,2.79050996899605,3,9.39440013375133,8.60817596781999,-0.0649046435294864,0,6.89673334429972
23,"Female",13027,2,3,2550,3,0.245960440952331,9.47263902751729,7.04279155051336,1.83501051017083,9.58328381204046,2,7.72822986356914,5.30794647755101,5.59944244503223,0,5.15052379760891
30,"Female",10745,3,2,2761,7,7.77409887872636,5.90672397753224,4.50236839358695,4.60996577190235,7.92970997374505,10,2.47174095595255,5.6774478033185,4.61999628125787,0,6.67837614379823
22,"Female",11433,2,2,4588,5,9.80806545121595,4.44738862803206,3.06088165007532,1.6415287447162,9.45810136850923,9,3.30609013093635,9.89220538176596,3.46238615101115,1,7.70750412601046
28,"Female",10709,2,1,3534,2,7.3605066514574,0.194967561401427,5.3008214069996,9.31584699358791,8.00658649089746,4,7.70372529746965,6.93205616436899,5.94004180700566,1,8.69231950701214
17,"Female",9426,2,2,2346,1,5.28160680551082,1.62689076503739,1.66750952647999,6.74531398899853,3.19211425608955,10,0.756698667537421,8.18148884456605,3.21051097205568,0,5.36489450628869
25,"Male",6252,1,3,4355,6,4.17336668120697,6.61395315546542,2.92028774484061,2.39165363856591,1.63149438495748,9,3.64081972511485,8.44725855393335,0.771433213713128,0,7.28188093169592
28,"Female",6401,1,1,3248,7,7.25005387095734,0.140712391585112,8.52892556157894,9.60782189853489,2.16290727863088,6,9.35054982546717,5.74687478598207,3.66831925873049,0,9.63353127217852
27,"Male",3197,1,3,3296,7,8.43435408547521,3.7344963196665,1.11457761982456,5.39075756212696,5.54553264169954,10,8.17995368037373,3.98170903325081,2.47811038779732,0,5.26339091616683
26,"Male",7983,1,1,3813,3,6.65499979862943,7.74579549673945,5.8494444664102,2.25001569394954,7.30726708029397,3,6.2188380328007,0.47163556329906,3.40072582429899,0,4.29102897713892
22,"Male",10698,2,3,2993,6,9.24494235543534,8.0036160023883,9.80361582245678,3.74398439144716,1.28041463228874,2,0.322362540755421,3.7583085289225,2.98605631921942,0,3.96655478072353
21,"Female",11096,2,1,2952,3,6.82142727542669,1.02327359840274,1.65002741408534,4.65966949169524,5.38072237884626,2,3.48227022448555,4.90063773700967,3.11960121493591,0,3.39475037786178
20,"Male",8285,5,1,3309,3,0.59180625481531,1.90803672419861,2.86403240263462,6.70060010207817,8.30801869719289,8,5.80680262995884,8.5117150307633,1.91413543636325,0,1.82912896224298
26,"Male",6357,5,1,2657,6,6.40326514840126,2.80849803239107,5.29930319287814,4.75270393141545,1.39565201266669,7,2.40887337829918,7.76223162421957,4.43448396077574,0,6.63257350842468
20,"Male",17872,2,3,2592,5,1.26513822935522,4.01073209708557,8.6196162304841,2.49345861468464,7.19913154607639,10,9.12585827056319,0.448644862044603,5.89343106929258,1,8.93388080154546
23,"Male",10210,2,2,3944,7,9.06664948677644,5.45025422703475,2.52258467627689,8.99347887188196,4.7715878249146,10,7.53850257722661,4.23232399160042,5.9013653659385,1,8.07316307816654
24,"Male",12262,3,2,3721,1,2.34963885974139,0.620385217480361,3.41563420603052,1.99294061772525,9.63718976755626,2,1.99204978300259,6.46596998441964,5.03677310796203,1,5.42291628848761
34,"Female",6987,1,2,3063,5,2.60145253036171,7.47462910600007,9.5626396748703,2.34554418362677,3.80405512358993,10,4.58081684773788,6.95424529490992,9.5940223945127,1,5.79382552229799
22,"Male",7886,2,2,4010,6,7.00497398385778,0.689663176890463,7.22226107050665,2.54019091837108,4.56994895264506,5,9.51241531176493,5.41930072475225,2.40751109794242,0,3.44222699874081
26,"Female",9346,2,3,1348,6,9.74846098339185,7.6972033130005,9.19063746603206,9.77432011533529,7.61501493328251,1,8.039242150262,1.18107835063711,2.17647272330395,1,8.93132030195557
25,"Male",13030,3,2,1430,6,0.095354113727808,0.405152346938848,5.01018114830367,9.65163425309584,7.22238442278467,7,3.42888011597097,9.43345018662512,5.49025788166255,0,8.40063930139877
20,"Male",7066,1,3,2862,5,5.90028963051736,3.43908487819135,1.0067660859786,2.2938957659062,8.61185461748391,2,2.09362599533051,8.4064797940664,2.83761430845287,1,1.98231803486124
25,"Female",10561,2,1,2800,3,4.37453192658722,5.09667692705989,7.53584326244891,6.35407521598972,3.2089914130047,3,2.87053782492876,4.29240732220933,3.05347951126374,0,8.10462560574524
32,"Female",1716,1,1,4010,4,3.36756482021883,4.36789187137038,9.47833501244895,3.40185572346672,2.8071776391007,3,2.10297089302912,0.800501401536167,4.216868923875,1,6.48434231895953
27,"Male",6478,5,1,2590,3,0.734107021708041,0.0305690686218441,1.29008462233469,8.63344621146098,2.46616391092539,7,1.33624976268038,5.8017149544321,-2.24638673514685,0,6.49000590387732
25,"Male",4124,4,3,1513,3,9.13445024285465,2.6977436686866,2.85410544858314,4.05698638176546,3.92258573067375,2,5.09581803809851,5.61808875296265,5.77062299626488,1,3.37682981020771
23,"Male",11340,2,1,3221,3,3.64975129952654,8.95171418553218,6.34540841192938,3.0065677431412,8.52966791531071,1,7.15199406957254,1.01003193063661,5.44450470333145,0,1.43365521170199
15,"Female",7507,4,1,2087,7,5.77935575973243,6.15502005908638,5.35559508018196,8.49684979929589,9.64367934921756,7,8.01083586411551,7.10839072009549,5.73551609074657,1,3.54347664653324
31,"Male",6829,5,3,3917,7,0.540282300207764,2.57645522244275,4.96589273936115,5.10098756919615,8.3987096468918,3,1.34245859459043,3.64942719228566,2.80532385302509,0,7.1515307452064
18,"Female",12107,3,3,1542,4,1.39591800281778,5.4909364040941,5.07196354679763,4.57828593091108,3.97221902990714,2,0.900778567884117,1.41856973990798,3.04150268953007,0,1.37102819816209
29,"Male",11349,1,3,983,7,8.79090455360711,5.05852170288563,9.25597108830698,5.16984599339776,6.66603682143614,9,0.788370943628252,1.35139717720449,0.487801406250825,1,9.95562384300865
35,"Female",5306,4,1,2806,7,0.0548744178377092,7.79412420699373,5.47925659804605,1.31218513823114,4.320834584767,9,3.58159774215892,9.14454163517803,3.62784418131999,1,4.78027319698595
18,"Female",9284,3,2,2269,7,3.91260556410998,8.84561257436872,4.33180845319293,4.52259358437732,7.08438864769414,6,4.00034408085048,7.24223865428939,2.00284536074442,0,1.6181928536389
29,"Female",4315,2,1,4938,4,4.79894317453727,2.01087894849479,8.29664508532733,8.92859940626658,4.61719562648796,7,6.16274236235768,9.74236983805895,3.69568247745444,0,4.22025474323891
24,"Male",6573,4,3,2073,6,4.22811610391364,6.18376272497699,4.1408701594919,5.00363304419443,6.61920518800616,9,0.406823896337301,5.32723664771765,2.37810643437059,1,3.50990515039302
17,"Female",12850,1,3,2841,1,8.36307576857507,0.665898686274886,1.63080188888125,5.56916333269328,7.00769121618941,8,2.87938065594062,7.93134274892509,6.10979498779673,1,7.58550039352849
17,"Male",12350,4,2,3311,3,9.32162903714925,6.63373898947611,1.29664944624528,6.54693671013229,6.92905673733912,8,1.87486794078723,3.68486797204241,4.48828828502162,1,8.85232055233791
17,"Female",11327,3,3,3736,4,1.26546299085021,9.5753561751917,9.48582982737571,7.54804034181871,4.94263431383297,10,4.47530784644186,3.59855422982946,5.74642875532933,0,8.11943200509995
22,"Female",6287,1,2,2523,3,1.935701998882,2.62189388740808,6.08703922643326,2.92654735222459,6.17578773084097,8,9.74399751517922,6.02852056967095,1.31186907677684,0,6.08832046110183
